Subject,Electrode,Band,Hurst,DFA,Lyapunov,Sample Entropy,Correlation Dimension,Approximate Entropy,Permutation Entropy,Sample Entropy,SVD Entropy
1,Fp1,cA5,0.5758525840451593,0.9145784695000267,0.0319600058536901,1.566755629748271,-9.53494510965153e-16,2.037998567327338,2.5518942750900213,1.9138707139125537,1.4730616013726037
1,Fp1,cD1,0.368469673125164,0.3324049310112988,0.0048503095453431,1.9138707139125533,2.8527462838064803e-16,2.1106493965432325,2.563070248441762,2.019045058946176,1.524640953321558
1,Fp1,cD2,0.4533536247142224,0.4254411397703047,0.0044208093123001,2.019045058946176,1.2072996830246367e-16,2.0790191145332866,2.583174186350704,2.023300361921398,1.578173834877494
1,Fp1,cD3,0.4373479527566648,0.4596072532441412,0.0031665281815963,2.023300361921398,-9.838714072266105e-16,2.0199369830862475,2.577417592621844,2.1237936699086224,1.5679467931170517
1,Fp1,cD4,0.4461449369979748,0.4886052208959929,0.0033422036604449,2.1237936699086224,2.2219729311409527e-16,1.770916646423819,2.5781477500163907,1.9957359528247056,1.54772699855452
1,Fp1,cD5,0.2883099248174088,0.2895488019967357,-0.0001901279796252,1.9957359528247056,6.96296360224525e-16,1.4442548726153248,2.528267571875109,1.566755629748271,1.3319541705794704
1,Fp2,cA5,0.4756214965201232,0.9239643962739206,0.0232989627277475,1.5636008060189108,-2.744745753451213e-16,1.8782776940367527,2.5489630537027086,1.5996359331893877,1.4555315766101555
1,Fp2,cD1,0.3521070019014595,0.3193210743867874,0.0003803773359815,1.5996359331893877,1.6279096064560045e-05,2.1173702421047764,2.570803218756625,1.965734520947164,1.5607850072930842
1,Fp2,cD2,0.4675222673054731,0.4705918816192027,-0.0002818945682412,1.965734520947164,1.6207620084180086e-15,2.1270309972350825,2.584846105764808,2.0949244196572177,1.5846554860350044
1,Fp2,cD3,0.4804998562450575,0.5059538233758442,0.0025265606966884,2.0949244196572177,8.694237739017273e-16,2.0073877038573142,2.5776476773679398,2.108950699763601,1.561800354237829
1,Fp2,cD4,0.5001808308863671,0.4713249438432942,0.0032740679654206,2.108950699763601,2.4315783653428808e-17,1.734221976534779,2.5749177792703657,1.9420322212110763,1.5368474301209276
1,Fp2,cD5,0.3082055652480747,0.2818912602341639,0.0089715710886711,1.9420322212110763,9.7079439710924e-16,1.4422940709265433,2.5243367231409084,1.5636008060189108,1.3347806540638316
1,F3,cA5,0.3746027684715309,0.7655798570862898,0.0450866796532456,1.909165786100552,-5.727759255165427e-16,2.0380512159205075,2.5474194516054225,1.9098526081542508,1.4724930975542811
1,F3,cD1,0.3858156726304468,0.3463447042157914,0.004464210163463,1.9098526081542508,-2.282205576052408e-15,2.196413937006688,2.5760031052081653,2.131878691651444,1.5662555614328977
1,F3,cD2,0.4835229775673839,0.4672222074981201,0.0001321503610321,2.131878691651444,8.710042542830014e-16,2.133278841185593,2.5751586654780656,2.134248374013209,1.567985159470244
1,F3,cD3,0.4720822134044908,0.4534398392330912,0.0030303868380449,2.134248374013209,9.968415457524908e-16,1.9891842891713507,2.568961192092291,2.071932928565184,1.5437317410975602
1,F3,cD4,0.4149948370264047,0.4182492084766732,0.0047708251259542,2.071932928565184,8.121344642480965e-18,1.7673446588361932,2.57910932036602,1.9919587649965704,1.5527468251936858
1,F3,cD5,0.3316515411693167,0.3229477033689121,-3.783486106176228e-05,1.9919587649965704,1.0003194484267768e-15,1.6059028938648217,2.5597434391974243,1.909165786100552,1.4346897222745625
1,F4,cA5,0.5982232489502518,0.7889334084246727,0.0149072166502942,1.845593263793256,-7.546478414760561e-16,1.7099264838519943,2.5404168678414103,1.337937793315257,1.4351814579757702
1,F4,cD1,0.3318906750606203,0.3206426424437134,0.0036778450012208,1.3379377933152568,0.0011368960454172,1.9719156785050904,2.5772206886804483,1.6750201214749962,1.5765363292983952
1,F4,cD2,0.4755827041932517,0.4960643788694305,0.0031073483553797,1.6750201214749962,3.658067508924767e-15,2.0434861613468627,2.582549091564897,1.9934099987989464,1.58254422201824
1,F4,cD3,0.4882978249288131,0.5312405378703087,0.0004607171723333,1.9934099987989464,-1.8138361152836923e-15,1.9687136386331483,2.5771128552037643,2.0342498693682924,1.5562564188652126
1,F4,cD4,0.4424231793282225,0.442528488260415,0.0038215203718705,2.0342498693682924,-1.8558746372331287e-16,1.7817760040284192,2.577863030458281,2.01231752139366,1.5443459847595682
1,F4,cD5,0.2961140915128807,0.3088141645704443,0.0107939726822862,2.01231752139366,2.3601470515103413e-16,1.5720986758738436,2.544283680244451,1.845593263793256,1.4316081041159183
1,C3,cA5,0.4310850927139956,0.7456024471372755,0.0125852102761746,2.0656608918110835,-4.441271457951368e-16,2.0066877679945367,2.5491845731213667,1.8923249773652149,1.4566963159653357
1,C3,cD1,0.3537851872264012,0.3377217335617755,0.0047651984474872,1.8923249773652149,2.4861346227728423e-16,2.1707537767011136,2.5686716208838947,2.1079682450986312,1.5506957741123888
1,C3,cD2,0.4482444197551011,0.4484862736061238,0.0030994328585535,2.1079682450986312,-9.93572880140499e-16,2.137955143703276,2.5754074077426563,2.145043660406293,1.56834172534275
1,C3,cD3,0.4526900725138491,0.4642804699592345,8.102763782832168e-05,2.145043660406293,9.328263095602437e-16,2.026622460271313,2.577565236694208,2.1230444759268403,1.5589312926505106
1,C3,cD4,0.4256280111896648,0.4304336145887654,0.0022319533608174,2.1230444759268403,6.542441064304524e-17,1.830569665448178,2.5845203825211067,2.094890113534522,1.5656095831739902
1,C3,cD5,0.4475448031209,0.4411838630356905,0.0001081813465464,2.094890113534522,1.0200701832307305e-15,1.6357034958580208,2.5665634130308863,2.0656608918110835,1.5170953518324837
1,C4,cA5,0.6160426592976747,0.8125537217808168,0.0432493620973095,1.8610975416410624,-4.965891891984947e-16,1.6953494682981995,2.536037401260758,1.3924937430772624,1.4226440922295729
1,C4,cD1,0.3325745972427193,0.299467453903936,0.0012333783236419,1.3924937430772624,0.0001754528839725,1.991616433114478,2.5784823398610754,1.7373215187321025,1.5750307207747791
1,C4,cD2,0.4649573500977814,0.4611720774743742,0.0028489199551668,1.7373215187321025,-1.858142290136872e-16,2.03796252707702,2.5814877798937084,2.0075651200643825,1.583225915037904
1,C4,cD3,0.518082339791616,0.534377937218112,-0.0005732276222925,2.0075651200643825,2.640383809452175e-15,2.0078363134632724,2.576816881915121,2.108993284707518,1.5560213695554403
1,C4,cD4,0.4403437673998991,0.4417696237479373,0.0041151220148259,2.108993284707518,3.5294477471794103e-17,1.7750036644676923,2.578831680475555,1.990578557230894,1.5427762172804949
1,C4,cD5,0.3354290996359176,0.3261975814733536,0.0099667202342643,1.990578557230894,6.556612783610467e-16,1.571565260137234,2.564413317956028,1.8610975416410624,1.4433660833678488
1,PO3,cA5,0.5183035646006535,0.7689130239779066,0.0143553882534217,1.8744642815351595,-5.120161289411121e-16,1.909926965505229,2.541392623495612,1.751958186378396,1.4245448028179872
1,PO3,cD1,0.3348312145929861,0.2910437087727516,0.0106440691826978,1.7519581863783962,4.797082017191659e-05,2.141095172562305,2.5713301303786658,2.0442892094053216,1.5510318507346934
1,PO3,cD2,0.4432770533946299,0.4342793008905503,0.0024185354059392,2.044289209405322,4.589027734642601e-16,2.129897024727572,2.5800183594843094,2.1320067402174194,1.5758968075606885
1,PO3,cD3,0.4715541539742475,0.4862841132920548,-0.00068504449093,2.1320067402174194,-1.9623131164797278e-16,1.9450387101375348,2.574922885240346,2.007930331966861,1.5222096345720144
1,PO3,cD4,0.4253620165282356,0.4057760715560164,0.0183081460165813,2.007930331966861,-9.560116703603475e-16,1.6505291123268109,2.5709759491974413,1.7881956326113129,1.5077951216580874
1,PO3,cD5,0.2337521555165689,0.2135042731714236,0.0121014301593491,1.7881956326113129,1.6016626988537965e-15,1.572933912832334,2.523513660288768,1.8744642815351595,1.4578991557975474
1,P4,cA5,0.55832614639185,0.7682027207991097,0.0016658002679993,1.9925179109281423,-4.229037442888398e-16,1.973501670975824,2.548293853949342,1.792188381831706,1.4589573677124132
1,P4,cD1,0.35418643667234,0.3134403246357566,0.0042065013538707,1.7921883818317064,-1.7772730082253355e-16,2.158422020159822,2.5735908632043025,2.062388574397025,1.5634219172636097
1,P4,cD2,0.4691674282725578,0.4749292950212134,-4.953326601339853e-06,2.062388574397025,6.900195570038102e-16,2.1284612594257606,2.581854631944243,2.131014174264454,1.5773624655969836
1,P4,cD3,0.4828764969996853,0.477437484000317,0.0034456686540081,2.131014174264454,2.757173748772737e-15,1.9337949253139504,2.561352057547569,1.9946496399029716,1.517089509174197
1,P4,cD4,0.4170785056410387,0.3981788044785233,0.0154893588083783,1.994649639902972,1.880910035367752e-15,1.659926994103551,2.569387973369173,1.8156342254094893,1.531280756333294
1,P4,cD5,0.285462834207382,0.2842830860202848,0.009677423463835,1.8156342254094893,-3.0010468780193033e-16,1.625182452046224,2.556709847718509,1.9925179109281423,1.5018480366741602
2,Fp1,cA5,0.5472990628140963,0.6216757390958889,0.0130717254999113,1.2197854559119587,2.2963197300083764e-15,1.9305477948663707,2.5499503099259417,1.7735782723010012,1.454277352110528
2,Fp1,cD1,0.3508865350879931,0.3376831633495841,0.0044339960271661,1.7735782723010012,-1.0626551586158247e-16,2.095501428674859,2.5715954828481875,1.9930768471991047,1.5520210107261443
2,Fp1,cD2,0.455927521467503,0.448649505883456,0.0008842930649262,1.9930768471991047,1.889273247513857e-15,2.108280999620235,2.575701562967628,2.098096124679645,1.5764641605330572
2,Fp1,cD3,0.500127589869028,0.4949168388620699,0.0026396838101472,2.098096124679645,8.401549640711833e-16,2.039765745896136,2.5771976779884094,2.1517107737769856,1.5721972952284946
2,Fp1,cD4,0.4468008639376506,0.4655440058944979,0.0040349786931816,2.1517107737769856,1.6552064692010596e-17,1.84986885077711,2.5792451485033423,2.104094300136332,1.5804581096108548
2,Fp1,cD5,0.4213285177825271,0.5060195450946271,0.0091484586199315,2.104094300136332,7.640524026981647e-16,1.271442204808392,2.5284748369813994,1.2197854559119587,1.4313363979482854
2,Fp2,cA5,0.4180750723061412,0.7801787716355477,0.0108940548007767,1.3962078650831118,2.464113601156041e-16,1.944801261950114,2.5475479485550245,1.797707121690093,1.4528168519958569
2,Fp2,cD1,0.3549370381804378,0.3263667922205675,0.0049574851989744,1.797707121690093,1.5287701897051273e-15,2.133633036655296,2.5710135481667304,2.0342048454011845,1.556802275985921
2,Fp2,cD2,0.4279450380537474,0.4509824667769865,0.0005077708851206,2.0342048454011845,1.967036265501756e-15,2.120020858836811,2.576803479890809,2.1078615806787107,1.5724873990110295
2,Fp2,cD3,0.5083056517734089,0.4855342831982017,0.003610888394442,2.10786158067871,7.577807441432717e-16,2.054580715055307,2.5789408141719905,2.175018013125009,1.5732469911220843
2,Fp2,cD4,0.468017139191059,0.454434553487857,-0.0006572607791789,2.175018013125009,9.731777203090668e-16,1.851182244092585,2.5788438912072884,2.113493207647362,1.574634825409107
2,Fp2,cD5,0.4251062316554421,0.4950270376926841,0.0017577864907003,2.113493207647362,8.629255594585165e-16,1.382940446974045,2.566026303134815,1.3962078650831118,1.4449526002842177
2,F4,cA5,0.3886676528662551,0.4789688422270844,-0.0005312775120592,2.078572102413358,-4.049479544314014e-16,1.87102169036888,2.544096282758119,1.7066424663725954,1.452141909361949
