Electrode,Band,Hurst,DFA,Lyapunov,Sample Entropy,Correlation Dimension,Approximate Entropy,Permutation Entropy,Sample Entropy,SVD Entropy
Fp1,cA5,0.5866832156888867,0.8800629126790361,0.0036009619376346,0.9002414055193433,-4.981251445456402e-15,0.9761077264139636,2.5820301912157,0.9002414055193433,1.2632808582513273
Fp1,cD1,0.3190811874727224,0.2697180358370918,0.0111926420030986,1.608445565546765,0.0001487210323266,1.7818704902493456,2.542250125336629,1.6084455655467649,1.4166787253689357
Fp1,cD2,0.4291713582709746,0.4152081338386665,0.000377053925485,1.9126464295561227,-1.0090943997902549e-15,2.034772574822832,2.56426424364554,1.9126464295561227,1.5379592492963412
Fp1,cD3,0.5135743925254966,0.4872221467183772,-0.0005931738651162,2.073797586492545,1.004348260070488e-15,2.0812736312737545,2.582641462812866,2.073797586492545,1.5793807367698722
Fp1,cD4,0.5087606029551681,0.5078930537626443,0.0005355950557823,2.1326461770325165,-1.273419530069664e-17,2.021799651692799,2.5846524373455417,2.1326461770325165,1.5837855640523326
Fp1,cD5,0.4175075265810769,0.4073693685763365,0.0163815781310369,1.920263236076721,7.857028056046437e-16,1.770769593053492,2.504081620921577,1.920263236076721,1.4672366740137197
Fp2,cA5,0.6392686370701628,0.8295660008742644,0.0038633654079144,0.9033381271157994,1.9886146082750483e-16,0.988020815825692,2.578085318431868,0.9033381271157994,1.2551071861101886
Fp2,cD1,0.3313525819844735,0.2915841672925189,0.004680382121693,1.747022864198336,-4.472194485157011e-15,1.884916345941677,2.5460853820819485,1.747022864198336,1.4339897733145528
Fp2,cD2,0.4368903647676379,0.4194516647697071,0.0001238620642461,1.9922862976001303,1.5130946917201556e-15,2.078362571471337,2.5680205380688195,1.9922862976001303,1.5375112389067491
Fp2,cD3,0.5203460527699371,0.4938557126870504,0.002733837474476,2.094345275615168,-8.783695923052766e-16,2.09123430074258,2.5765253072207472,2.094345275615168,1.5724478130468524
Fp2,cD4,0.5455781139452174,0.4991275479719682,0.0024584596807312,2.122345832016657,-6.070130790185222e-17,2.0324396798041766,2.584242392613364,2.122345832016657,1.581277032579469
Fp2,cD5,0.364198238387385,0.3790377215510762,0.0211325655926714,1.9225765775170656,8.935650331600803e-16,1.7652098139352743,2.505777519609483,1.9225765775170656,1.4520895193768162
F3,cA5,0.6505042258709974,0.724691356891442,0.011328203694804,1.7988861595793344,-3.963147519240699e-16,1.531859312961794,2.5745867616107363,1.7988861595793344,1.50076477914398
F3,cD1,0.3363077550195049,0.2902666400055989,0.0103986826694219,1.5886570354529643,-1.3497827491846469e-15,1.7862453354238577,2.5406609159330884,1.5886570354529643,1.421401425507151
F3,cD2,0.4658505184681875,0.4615536135126972,0.0025996381586248,1.939961725659075,8.365992306060042e-16,2.043385619205682,2.570154315169343,1.939961725659075,1.5683494204632051
F3,cD3,0.4926956234287288,0.4679044546333559,0.0004100972955873,2.0668591236117493,7.037747460267066e-16,2.0790047374515765,2.5745451936746173,2.0668591236117493,1.5662337460091624
F3,cD4,0.4217597293450077,0.4362588483807983,0.0049992474642667,2.0892595206976465,1.869943331694098e-17,2.008150930357732,2.584094359299492,2.0892595206976465,1.572444935349948
F3,cD5,0.3444635724654113,0.3580400665451135,0.0049494916742501,1.855605212698083,8.85658569640347e-16,1.7427479505530048,2.4928663734730026,1.855605212698083,1.433579862877718
F4,cA5,0.5438510446793868,0.7975657031794496,0.0206374891511687,1.6588016355524364,-5.438187721346302e-16,1.4530299523831354,2.5759777999705498,1.6588016355524364,1.458850050916351
F4,cD1,0.3350309987078752,0.2994720059148794,0.0013366525823416,1.6017934944179566,0.0119613720771269,1.7765857373145817,2.54234444714606,1.6017934944179568,1.4315866560246475
F4,cD2,0.4611783726345513,0.4515916601995587,0.0029301383278586,1.8910172091986013,-1.0657449916733297e-15,2.006992300694079,2.572286397134236,1.8910172091986013,1.561777488174086
F4,cD3,0.4685511054011929,0.4581458011569491,0.0006599310672645,2.022583232348837,9.100206278250618e-16,2.04834170282341,2.565477522372352,2.022583232348837,1.5545347007026873
F4,cD4,0.5159616274430602,0.5263691706156739,0.0003978440255832,2.141106473004893,-4.847709009820568e-17,2.028040161863923,2.584141426083766,2.141106473004893,1.583147954930803
F4,cD5,0.3942408026939971,0.376748849897002,0.0176079228239239,1.8740419588371275,9.359499311458687e-16,1.7444254650260635,2.5146693257658286,1.8740419588371275,1.4481772273221272
C3,cA5,0.5395860649908374,0.676961022284682,0.0008930986577814,1.8934049587424744,-4.1726724821740483e-16,1.5689891636415023,2.572639641746437,1.8934049587424744,1.522911032110147
C3,cD1,0.2998237106863615,0.3010116029620768,0.0005454439105407,1.4888934802297469,3.3402908269123143e-15,1.7333999352101648,2.529864579236689,1.4888934802297469,1.4033498217347145
C3,cD2,0.474916253288106,0.4608502719319163,0.0008822181008073,1.916205509569065,6.071030785479856e-15,2.0758879258596297,2.573448513193812,1.916205509569065,1.568597513905295
C3,cD3,0.4795009790293642,0.4902549807561764,0.0008488972981772,2.091179181427034,9.147399935704832e-16,2.108029189836164,2.581287780137567,2.091179181427034,1.5801051667311723
C3,cD4,0.4283985767212829,0.4734831068768482,0.0013874516342622,2.1749942655863976,-7.249494013917371e-17,2.054405831588819,2.581540462053595,2.1749942655863976,1.574166130757864
C3,cD5,0.3999605259069891,0.3832124640451275,-0.0005221915967536,1.9585063910392124,7.557987576891623e-16,1.7813850199828876,2.527334758442575,1.9585063910392124,1.4886530627350858
C4,cA5,0.4721935018248446,0.8020881337989123,0.0044909338140372,1.3818552993033466,4.902661126835499e-16,1.361518448573308,2.58342493621848,1.3818552993033466,1.424451311530127
C4,cD1,0.3327610613846923,0.2796311672017785,0.0105808864940295,1.563327904676484,4.797082017175856e-05,1.7279543505457884,2.535871325939179,1.563327904676484,1.422852837580811
C4,cD2,0.4453481932981495,0.4303902564777739,0.0026841337030587,1.9059636193450555,1.0874194984331492e-15,2.0163019434742235,2.570326349375049,1.905963619345055,1.55770859063862
C4,cD3,0.4630867095610967,0.480417628744974,0.0030273004011672,2.029417572921691,1.039173125292524e-15,2.052691747346296,2.5763129232158395,2.0294175729216906,1.572924792594368
C4,cD4,0.4775392137776774,0.4704165525903416,0.0034803563898254,2.1225073026427927,4.8532642415518404e-17,2.022061897600452,2.58007155698506,2.1225073026427927,1.5704332967344894
C4,cD5,0.5307575661657613,0.4488617463358212,0.0031287193298336,2.011872928730538,9.246269139568904e-16,1.8141939252821828,2.5488410469269955,2.011872928730538,1.5169400169843748
PO3,cA5,0.4620393805542332,0.6075038688642249,0.0043505581942471,1.744732916345617,-4.398938982438071e-16,1.5193459283398996,2.5399603302345857,1.744732916345617,1.5257285465172017
PO3,cD1,0.3440802296057554,0.2903714703232511,0.0050387295809659,1.7487187921504737,2.501586669256177e-15,1.8940448922434792,2.5420320961274125,1.748718792150474,1.4289672096801702
PO3,cD2,0.4681735276514819,0.4295850204367151,0.0002301071629382,2.0412384027839976,1.459085847787698e-15,2.1219613183094728,2.5691143788209256,2.0412384027839976,1.5476780560521235
PO3,cD3,0.4634683110646727,0.4706547828177899,0.0004763400915896,2.138155538242445,8.066982061612541e-16,2.1338289551404097,2.5753700757374323,2.138155538242445,1.570538204340856
